City,State/Province,County,Date,Latitude,Longitude,year,month,day,season,Count,AQI,Temp_Mean
Livingston,TX,polk,2019-03-10,30.7,-94.9,2019,3,10,Spring,5,22.0,
Magnolia,TX,montgomery,2019-03-10,30.1,-95.8,2019,3,10,Spring,5,58.0,71.958333
Magnolia,TX,montgomery,2019-03-10,30.1,-95.7,2019,3,10,Spring,10,58.0,71.958333
Magnolia,TX,montgomery,2019-03-10,30.2,-95.6,2019,3,10,Spring,5,58.0,71.958333
San Antonio,TX,comal,2019-03-10,29.4,-98.5,2019,3,10,Spring,3,,
Sugar Land,TX,fortbend,2019-03-10,29.6,-95.6,2019,3,10,Spring,5,,
Houston,TX,harris,2019-03-10,29.8,-95.6,2019,3,10,Spring,86,58.0,71.4877451764706
Austin,TX,williamson,2019-03-10,30.3,-97.8,2019,3,10,Spring,3,,
Lafayette,LA,lafayette,2019-03-10,30.2,-92.0,2019,3,10,Spring,6,53.0,
Edinburg,TX,hidalgo,2019-03-10,26.3,-98.2,2019,3,10,Spring,6,69.0,77.83333350000001
Houston,TX,fortbend,2019-03-10,29.8,-95.6,2019,3,10,Spring,2,,
Montgomery,TX,montgomery,2019-03-10,30.3,-95.6,2019,3,10,Spring,2,58.0,71.958333
West Columbia,TX,brazoria,2019-03-10,29.1,-95.7,2019,3,10,Spring,2,21.0,71.729167
Smithville,TX,bastrop,2019-03-10,30.0,-97.1,2019,3,10,Spring,6,,
Orlando,FL,brevard,2019-03-10,28.5,-81.4,2019,3,10,Spring,6,33.0,
Bryan,TX,brazos,2019-03-10,30.8,-96.3,2019,3,10,Spring,8,,
Gainesville,FL,alachua,2019-03-10,29.8,-82.3,2019,3,10,Spring,4,41.0,73.333333
San Antonio,TX,bexar,2019-03-10,29.5,-98.5,2019,3,10,Spring,96,66.0,70.0
Austin,TX,travis,2019-03-10,30.3,-97.8,2019,3,10,Spring,43,61.0,67.14583325
Nada,TX,colorado,2019-03-10,29.4,-96.4,2019,3,10,Spring,9,,
San Antonio,TX,bexar,2019-03-10,29.4,-98.5,2019,3,10,Spring,32,66.0,70.0
Cape Coral,FL,lee,2019-03-10,26.7,-82.0,2019,3,10,Spring,7,42.0,74.75
Houston,TX,harris,2019-03-11,29.7,-95.3,2019,3,11,Spring,43,62.0,71.68516047058823
Spring,TX,montgomery,2019-03-11,30.1,-95.4,2019,3,11,Spring,12,19.0,65.291667
Spring,TX,harris,2019-03-11,30.1,-95.4,2019,3,11,Spring,8,62.0,71.68516047058823
Haines City,FL,polk,2019-03-11,28.1,-81.6,2019,3,11,Spring,1,48.0,74.166667
Boerne,TX,kendall,2019-03-11,29.7,-98.7,2019,3,11,Spring,3,,
Houston,TX,fortbend,2019-03-11,29.7,-95.3,2019,3,11,Spring,1,,
San Antonio,TX,bexar,2019-03-11,29.4,-98.5,2019,3,11,Spring,32,63.0,63.58333316666667
San Antonio,TX,comal,2019-03-11,29.4,-98.5,2019,3,11,Spring,3,,
Ocracoke,NC,hyde,2019-03-11,35.1,-76.0,2019,3,11,Spring,2,,
Clearwater,FL,pinellas,2019-03-11,28.0,-82.7,2019,3,11,Spring,6,37.0,72.208333
Houston,TX,harris,2019-03-12,29.8,-95.4,2019,3,12,Spring,129,63.0,67.18284311764705
Kingwood,TX,harris,2019-03-12,30.0,-95.1,2019,3,12,Spring,6,63.0,67.18284311764705
Georgetown,TX,williamson,2019-03-12,30.7,-97.7,2019,3,12,Spring,52,,
Corpus Christi,TX,nueces,2019-03-12,27.7,-97.3,2019,3,12,Spring,5,54.0,72.8419385
Montgomery,TX,montgomery,2019-03-12,30.4,-95.8,2019,3,12,Spring,4,51.0,65.041667
Houston,TX,fortbend,2019-03-12,29.8,-95.4,2019,3,12,Spring,3,,
Dripping Springs,TX,hays,2019-03-12,30.3,-98.1,2019,3,12,Spring,4,,
San Antonio,TX,comal,2019-03-12,29.4,-98.5,2019,3,12,Spring,3,,
San Marcos,TX,hays,2019-03-12,29.9,-97.9,2019,3,12,Spring,1,,
Caldwell,TX,burleson,2019-03-12,30.6,-96.5,2019,3,12,Spring,1,,
San Marcos,TX,hays,2019-03-12,29.9,-98.0,2019,3,12,Spring,2,,
San Antonio,TX,bexar,2019-03-12,29.4,-98.5,2019,3,12,Spring,32,60.0,69.0555555
San Marcos,TX,hays,2019-03-13,29.9,-97.9,2019,3,13,Spring,2,,
Houston,TX,fortbend,2019-03-13,29.9,-95.5,2019,3,13,Spring,2,,
Lake Charles,LA,calcasieu,2019-03-13,30.3,-93.2,2019,3,13,Spring,16,58.0,
La Quinta,CA,riverside,2019-03-13,33.7,-116.3,2019,3,13,Spring,3,54.0,58.08005957142857
Houston,TX,harris,2019-03-13,29.9,-95.5,2019,3,13,Spring,86,63.0,71.93893852941176
Austin,TX,hays,2019-03-13,30.3,-97.8,2019,3,13,Spring,2,,
Marble Falls,TX,burnet,2019-03-13,30.6,-98.3,2019,3,13,Spring,10,,
Austin,TX,hays,2019-03-13,30.4,-97.9,2019,3,13,Spring,1,,
San Angelo,TX,tomgreen,2019-03-13,31.7,-100.3,2019,3,13,Spring,12,,
Austin,TX,hays,2019-03-13,30.3,-97.7,2019,3,13,Spring,52,,
San Antonio,TX,comal,2019-03-13,29.5,-98.4,2019,3,13,Spring,6,,
Austin,TX,williamson,2019-03-13,30.3,-97.8,2019,3,13,Spring,6,,
Austin,TX,williamson,2019-03-13,30.3,-97.7,2019,3,13,Spring,156,,
Austin,TX,williamson,2019-03-13,30.4,-97.9,2019,3,13,Spring,3,,
Edinburg,TX,hidalgo,2019-03-13,26.3,-98.2,2019,3,13,Spring,6,67.0,80.791667
Georgetown,TX,williamson,2019-03-13,30.7,-97.7,2019,3,13,Spring,16,,
Caldwell,TX,burleson,2019-03-13,30.6,-96.5,2019,3,13,Spring,20,,
San Antonio,TX,bexar,2019-03-13,29.5,-98.4,2019,3,13,Spring,64,54.0,73.09722216666667
Austin,TX,travis,2019-03-13,30.3,-97.8,2019,3,13,Spring,86,52.0,69.541667
Boerne,TX,kendall,2019-03-13,29.8,-98.8,2019,3,13,Spring,3,,
Mount Dora,FL,lake,2019-03-13,28.8,-81.6,2019,3,13,Spring,1,54.0,
Austin,TX,travis,2019-03-13,30.4,-97.9,2019,3,13,Spring,43,52.0,69.541667
Austin,TX,travis,2019-03-13,30.3,-97.7,2019,3,13,Spring,2236,52.0,69.541667
Austin,TX,travis,2019-03-14,30.2,-97.8,2019,3,14,Spring,2150,48.0,66.07291675
Austin,TX,travis,2019-03-14,30.3,-97.8,2019,3,14,Spring,688,48.0,66.07291675
New Orleans,LA,jefferson,2019-03-14,29.9,-90.1,2019,3,14,Spring,12,36.0,
Deridder,LA,beauregard,2019-03-14,30.8,-93.3,2019,3,14,Spring,1,,
San Ysidro,CA,sandiego,2019-03-14,32.6,-117.1,2019,3,14,Spring,2,48.0,57.61838899999999
Jeanerette,LA,iberia,2019-03-14,30.0,-91.8,2019,3,14,Spring,1,,
San Antonio,TX,comal,2019-03-14,29.4,-98.5,2019,3,14,Spring,3,,
Woodway,TX,mclennan,2019-03-14,31.6,-97.2,2019,3,14,Spring,2,41.0,61.166667
Bertram,TX,burnet,2019-03-14,30.6,-98.0,2019,3,14,Spring,35,,
San Antonio,TX,bexar,2019-03-14,29.4,-98.5,2019,3,14,Spring,32,139.0,68.47222233333333
Hutto,TX,williamson,2019-03-14,30.5,-97.5,2019,3,14,Spring,36,,
Industry,TX,austin,2019-03-14,30.0,-96.5,2019,3,14,Spring,48,,
Belton,TX,bell,2019-03-14,31.1,-97.5,2019,3,14,Spring,60,45.0,62.642045499999995
Nada,TX,colorado,2019-03-14,29.4,-96.4,2019,3,14,Spring,6,,
Baton Rouge,LA,eastbatonrouge,2019-03-14,30.4,-91.1,2019,3,14,Spring,34,60.0,73.08333350000001
Montgomery,TX,montgomery,2019-03-14,30.4,-95.8,2019,3,14,Spring,12,47.0,66.208333
Houston,TX,fortbend,2019-03-14,29.9,-95.5,2019,3,14,Spring,2,,
Houston,TX,fortbend,2019-03-14,30.0,-95.5,2019,3,14,Spring,1,,
Austin,TX,hays,2019-03-14,30.2,-97.9,2019,3,14,Spring,12,,
Austin,TX,hays,2019-03-14,30.2,-97.8,2019,3,14,Spring,50,,
Magnolia,TX,montgomery,2019-03-14,30.2,-95.6,2019,3,14,Spring,10,47.0,66.208333
Marble Falls,TX,burnet,2019-03-14,30.6,-98.2,2019,3,14,Spring,5,,
Austin,TX,hays,2019-03-14,30.3,-97.8,2019,3,14,Spring,16,,
Caldwell,TX,burleson,2019-03-14,30.6,-96.5,2019,3,14,Spring,12,,
New Orleans,LA,orleans,2019-03-14,29.9,-90.1,2019,3,14,Spring,48,48.0,
Austin,TX,williamson,2019-03-14,30.3,-97.8,2019,3,14,Spring,48,,
Bastrop,TX,bastrop,2019-03-14,30.1,-97.3,2019,3,14,Spring,4,,
Austin,TX,williamson,2019-03-14,30.2,-97.8,2019,3,14,Spring,150,,
Bradenton,FL,manatee,2019-03-14,27.5,-82.6,2019,3,14,Spring,48,46.0,
Georgetown,TX,williamson,2019-03-14,30.7,-97.7,2019,3,14,Spring,12,,
Austin,TX,williamson,2019-03-14,30.2,-97.9,2019,3,14,Spring,36,,
Gause,TX,milam,2019-03-14,30.7,-96.7,2019,3,14,Spring,4,,
Houston,TX,harris,2019-03-14,29.9,-95.5,2019,3,14,Spring,86,58.0,69.77240764705883
Houston,TX,harris,2019-03-14,30.0,-95.5,2019,3,14,Spring,43,58.0,69.77240764705883
Austin,TX,travis,2019-03-14,30.2,-97.9,2019,3,14,Spring,516,48.0,66.07291675
Largo,FL,pinellas,2019-03-15,27.9,-82.8,2019,3,15,Spring,48,47.0,75.0
Montgomery,TX,montgomery,2019-03-15,30.3,-95.6,2019,3,15,Spring,3,44.0,55.0
Saint Petersburg,FL,pinellas,2019-03-15,27.8,-82.8,2019,3,15,Spring,26,47.0,75.0
Georgetown,TX,williamson,2019-03-15,30.7,-97.7,2019,3,15,Spring,20,,
Carlsbad,CA,sandiego,2019-03-15,33.2,-117.3,2019,3,15,Spring,3,47.0,59.24404757142857
Huntsville,TX,walker,2019-03-15,30.6,-95.5,2019,3,15,Spring,10,,
Abbeville,LA,vermilion,2019-03-16,30.0,-92.1,2019,3,16,Spring,6,,
Austin,TX,williamson,2019-03-16,30.3,-97.8,2019,3,16,Spring,3,,
Houston,TX,fortbend,2019-03-16,29.9,-95.5,2019,3,16,Spring,1,,
Houston,TX,fortbend,2019-03-16,30.0,-95.6,2019,3,16,Spring,1,,
Garwood,TX,colorado,2019-03-16,29.4,-96.4,2019,3,16,Spring,14,,
Moody,TX,mclennan,2019-03-16,31.3,-97.5,2019,3,16,Spring,18,44.0,50.125
Austin,TX,travis,2019-03-16,30.3,-97.8,2019,3,16,Spring,43,47.0,52.88541675
Nada,TX,colorado,2019-03-16,29.4,-96.4,2019,3,16,Spring,5,,
Houston,TX,harris,2019-03-16,29.9,-95.5,2019,3,16,Spring,43,44.0,55.55392152941176
Houston,TX,harris,2019-03-16,30.0,-95.6,2019,3,16,Spring,43,44.0,55.55392152941176
Palacios,TX,matagorda,2019-03-16,28.6,-96.1,2019,3,16,Spring,8,,
Covington,LA,sainttammany,2019-03-16,30.4,-90.1,2019,3,16,Spring,10,,
Salado,TX,bell,2019-03-16,31.0,-97.5,2019,3,16,Spring,2,50.0,49.916666500000005
Orlando,FL,orange,2019-03-16,28.5,-81.4,2019,3,16,Spring,23,44.0,
New Waverly,TX,walker,2019-03-16,30.6,-95.5,2019,3,16,Spring,1,,
Orlando,FL,brevard,2019-03-16,28.5,-81.4,2019,3,16,Spring,3,41.0,
Clyde,TX,callahan,2019-03-16,32.4,-99.5,2019,3,16,Spring,2,,
Austin,TX,hays,2019-03-16,30.3,-97.8,2019,3,16,Spring,1,,
Caldwell,TX,burleson,2019-03-16,30.6,-96.5,2019,3,16,Spring,7,,
Charlotte,TX,atascosa,2019-03-17,28.9,-98.7,2019,3,17,Spring,5,,
Georgetown,TX,williamson,2019-03-17,30.7,-97.7,2019,3,17,Spring,24,,
Canyon Lake,TX,comal,2019-03-17,29.9,-98.2,2019,3,17,Spring,8,,
Salado,TX,bell,2019-03-17,30.9,-97.5,2019,3,17,Spring,12,64.0,53.729167
Gause,TX,milam,2019-03-17,30.7,-96.7,2019,3,17,Spring,4,,
North Fort Myers,FL,lee,2019-03-17,26.7,-81.9,2019,3,17,Spring,16,43.0,72.583333
Fort Hood,TX,bell,2019-03-17,31.2,-97.8,2019,3,17,Spring,150,64.0,53.729167
Spring Branch,TX,comal,2019-03-17,29.9,-98.5,2019,3,17,Spring,1,,
New Orleans,LA,orleans,2019-03-17,29.9,-90.1,2019,3,17,Spring,24,18.0,
Austin,TX,travis,2019-03-17,30.3,-97.8,2019,3,17,Spring,215,51.0,55.625
Denison,TX,grayson,2019-03-17,33.8,-96.5,2019,3,17,Spring,1,,
Austin,TX,hays,2019-03-17,30.3,-97.8,2019,3,17,Spring,5,,
Nada,TX,colorado,2019-03-17,29.4,-96.4,2019,3,17,Spring,7,,
New Braunfels,TX,comal,2019-03-17,29.7,-98.1,2019,3,17,Spring,203,,
Austin,TX,williamson,2019-03-17,30.3,-97.8,2019,3,17,Spring,15,,
New Orleans,LA,jefferson,2019-03-17,29.9,-90.1,2019,3,17,Spring,6,44.0,
Caldwell,TX,burleson,2019-03-17,30.6,-96.5,2019,3,17,Spring,7,,
San Antonio,TX,comal,2019-03-17,29.4,-98.5,2019,3,17,Spring,6,,
San Antonio,TX,bexar,2019-03-17,29.4,-98.5,2019,3,17,Spring,64,54.0,53.94444433333334
Pollok,TX,angelina,2019-03-17,31.4,-94.8,2019,3,17,Spring,6,,
Baton Rouge,LA,eastbatonrouge,2019-03-17,30.4,-91.1,2019,3,17,Spring,51,44.0,54.729166500000005
Port O Connor,TX,calhoun,2019-03-17,28.4,-96.4,2019,3,17,Spring,12,,
Magnolia,TX,montgomery,2019-03-17,30.1,-95.7,2019,3,17,Spring,5,46.0,54.833333
San Antonio,TX,bexar,2019-03-18,29.4,-98.7,2019,3,18,Spring,32,58.0,56.02083316666667
Georgetown,TX,williamson,2019-03-18,30.7,-97.7,2019,3,18,Spring,16,,
San Antonio,TX,comal,2019-03-18,29.4,-98.5,2019,3,18,Spring,3,,
Henderson,NV,clark,2019-03-18,36.1,-115.0,2019,3,18,Spring,4,53.0,64.1250001
Houston,TX,fortbend,2019-03-18,29.8,-95.6,2019,3,18,Spring,5,,
San Antonio,TX,comal,2019-03-18,29.4,-98.7,2019,3,18,Spring,3,,
Salado,TX,bell,2019-03-18,31.0,-97.5,2019,3,18,Spring,4,54.0,56.583333499999995
Brenham,TX,washington,2019-03-18,30.2,-96.4,2019,3,18,Spring,9,,
Key West,FL,monroe,2019-03-18,24.6,-81.8,2019,3,18,Spring,330,,
Long Beach,MS,harrison,2019-03-18,30.3,-89.2,2019,3,18,Spring,1,52.0,57.354167
Montgomery,TX,montgomery,2019-03-18,30.4,-95.8,2019,3,18,Spring,6,55.0,56.375
Houston,TX,harris,2019-03-18,29.8,-95.6,2019,3,18,Spring,215,63.0,57.35539211764706
Crestview,FL,okaloosa,2019-03-18,30.8,-86.6,2019,3,18,Spring,1,10.0,
Austin,TX,williamson,2019-03-18,30.3,-97.8,2019,3,18,Spring,3,,
Austin,TX,hays,2019-03-18,30.4,-97.8,2019,3,18,Spring,2,,
San Antonio,TX,bexar,2019-03-18,29.6,-98.5,2019,3,18,Spring,256,58.0,56.02083316666667
Clearwater,FL,pinellas,2019-03-18,28.0,-82.8,2019,3,18,Spring,3,44.0,64.416667
Austin,TX,travis,2019-03-18,30.3,-97.8,2019,3,18,Spring,43,54.0,57.510416500000005
Austin,TX,travis,2019-03-18,30.4,-97.8,2019,3,18,Spring,86,54.0,57.510416500000005
Austin,TX,williamson,2019-03-18,30.4,-97.8,2019,3,18,Spring,6,,
Caldwell,TX,burleson,2019-03-18,30.6,-96.5,2019,3,18,Spring,10,,
San Antonio,TX,comal,2019-03-18,29.6,-98.5,2019,3,18,Spring,24,,
Saint Petersburg,FL,pinellas,2019-03-18,27.8,-82.7,2019,3,18,Spring,26,44.0,64.416667
Austin,TX,hays,2019-03-18,30.3,-97.8,2019,3,18,Spring,1,,
San Antonio,TX,bexar,2019-03-18,29.4,-98.5,2019,3,18,Spring,32,58.0,56.02083316666667
New Braunfels,TX,comal,2019-03-19,29.7,-98.1,2019,3,19,Spring,14,,
San Antonio,TX,comal,2019-03-19,29.4,-98.5,2019,3,19,Spring,3,,
Austin,TX,travis,2019-03-19,30.3,-97.8,2019,3,19,Spring,172,58.0,59.28125
Folsom,LA,sainttammany,2019-03-19,30.6,-90.2,2019,3,19,Spring,2,,
Destin,FL,okaloosa,2019-03-19,30.4,-86.4,2019,3,19,Spring,1,,
Austin,TX,travis,2019-03-19,30.3,-97.7,2019,3,19,Spring,43,58.0,59.28125
Baytown,TX,chambers,2019-03-19,29.7,-94.9,2019,3,19,Spring,150,,59.625
Salado,TX,bell,2019-03-19,31.0,-97.5,2019,3,19,Spring,4,74.0,59.23913
Montgomery,TX,montgomery,2019-03-19,30.4,-95.8,2019,3,19,Spring,9,74.0,58.583333
Novato,CA,marin,2019-03-19,38.1,-122.6,2019,3,19,Spring,6,46.0,
Houston,TX,harris,2019-03-19,30.0,-95.6,2019,3,19,Spring,43,70.0,59.78624870588235
Baytown,TX,chambers,2019-03-19,29.8,-94.8,2019,3,19,Spring,24,,59.625
Austin,TX,williamson,2019-03-19,30.3,-97.7,2019,3,19,Spring,3,,
Austin,TX,williamson,2019-03-19,30.3,-97.8,2019,3,19,Spring,12,,
Austin,TX,hays,2019-03-19,30.3,-97.8,2019,3,19,Spring,4,,
Baytown,TX,harris,2019-03-19,29.8,-94.8,2019,3,19,Spring,52,70.0,59.78624870588235
San Antonio,TX,bexar,2019-03-19,29.4,-98.5,2019,3,19,Spring,32,60.0,57.65549516666667
Austin,TX,hays,2019-03-19,30.3,-97.7,2019,3,19,Spring,1,,
Houston,TX,fortbend,2019-03-19,30.0,-95.6,2019,3,19,Spring,1,,
Magnolia,TX,montgomery,2019-03-19,30.1,-95.7,2019,3,19,Spring,5,74.0,58.583333
Boerne,TX,kendall,2019-03-19,29.8,-98.7,2019,3,19,Spring,3,,
Baytown,TX,harris,2019-03-19,29.7,-94.9,2019,3,19,Spring,325,70.0,59.78624870588235
